id,Year,Age,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,Pos,name
424,1991,26,AL,39,75,68.0,8.0,16.0,2.0,2.0,1.0,4.0,2.0,0.0,6.0,26.0,0.235,0.297,0.368,0.665,79D8,Rob Ducey
424,1992,27,AL,54,86,80.0,7.0,15.0,4.0,0.0,0.0,2.0,2.0,4.0,5.0,22.0,0.188,0.233,0.238,0.47,79D8,Rob Ducey
424,1993,28,AL,27,99,85.0,15.0,24.0,6.0,3.0,2.0,9.0,2.0,3.0,10.0,17.0,0.282,0.351,0.494,0.845,897,Rob Ducey
424,1994,29,AL,11,31,29.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.172,0.226,0.207,0.433,9,Rob Ducey
424,1997,32,AL,76,151,143.0,25.0,41.0,15.0,2.0,5.0,10.0,3.0,3.0,6.0,31.0,0.287,0.311,0.524,0.836,798,Rob Ducey
424,1998,33,AL,97,250,217.0,30.0,52.0,18.0,2.0,5.0,23.0,4.0,3.0,23.0,61.0,0.24,0.336,0.41,0.746,978,Rob Ducey
424,1999,34,NL,104,227,188.0,29.0,49.0,10.0,2.0,8.0,33.0,2.0,1.0,38.0,57.0,0.261,0.383,0.463,0.846,798D,Rob Ducey
424,2000,35,MLB,117,198,165.0,26.0,32.0,5.0,1.0,6.0,26.0,1.0,0.0,31.0,49.0,0.194,0.318,0.345,0.664,7D98,Rob Ducey
424,2001,36,NL,57,93,73.0,10.0,17.0,3.0,0.0,3.0,12.0,0.0,1.0,16.0,25.0,0.233,0.374,0.397,0.771,789D,Rob Ducey
324,2010,24,NL,29,92,84.0,11.0,17.0,6.0,0.0,4.0,13.0,0.0,0.0,6.0,22.0,0.202,0.261,0.417,0.678,7,Lucas Duda
324,2011,25,NL,100,347,301.0,38.0,88.0,21.0,3.0,10.0,50.0,1.0,0.0,33.0,57.0,0.292,0.37,0.482,0.852,397D,Lucas Duda
324,2012,26,NL,121,459,401.0,43.0,96.0,15.0,0.0,15.0,57.0,1.0,0.0,51.0,120.0,0.239,0.329,0.389,0.718,973D,Lucas Duda
324,2013,27,NL,100,384,318.0,42.0,71.0,16.0,0.0,15.0,33.0,0.0,3.0,55.0,102.0,0.223,0.352,0.415,0.767,73D,Lucas Duda
324,2014,28,NL,153,596,514.0,74.0,130.0,27.0,0.0,30.0,92.0,3.0,2.0,69.0,135.0,0.253,0.349,0.481,0.83,3D7,Lucas Duda
324,2015,29,NL,135,554,471.0,67.0,115.0,33.0,0.0,27.0,73.0,0.0,2.0,66.0,138.0,0.244,0.352,0.486,0.838,3,Lucas Duda
324,2016,30,NL,22,85,78.0,11.0,20.0,3.0,0.0,4.0,14.0,0.0,0.0,5.0,17.0,0.256,0.294,0.449,0.743,3,Lucas Duda
134,1981,27,AL,13,17,16.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.294,0.25,0.544,73,Dan Duran
2,2014,25,NL,28,77,73.0,8.0,14.0,2.0,0.0,3.0,5.0,0.0,0.0,3.0,20.0,0.192,0.234,0.342,0.576,35D,Adam Duvall
2,2015,26,NL,27,72,64.0,6.0,14.0,2.0,0.0,5.0,9.0,0.0,0.0,6.0,26.0,0.219,0.306,0.484,0.79,73,Adam Duvall
2,2016,27,NL,19,66,62.0,5.0,14.0,7.0,0.0,2.0,5.0,0.0,1.0,4.0,26.0,0.226,0.273,0.435,0.708,739,Adam Duvall
242,1980,24,AL,114,278,248.0,32.0,57.0,11.0,1.0,1.0,23.0,4.0,1.0,13.0,35.0,0.23,0.273,0.294,0.567,645D,Jerry Dybzinski
242,1981,25,AL,48,67,57.0,10.0,17.0,0.0,0.0,0.0,6.0,7.0,1.0,5.0,8.0,0.298,0.355,0.298,0.653,645D,Jerry Dybzinski
242,1982,26,AL,80,246,212.0,19.0,49.0,6.0,2.0,0.0,22.0,3.0,5.0,21.0,25.0,0.231,0.305,0.278,0.584,65,Jerry Dybzinski
242,1983,27,AL,127,290,256.0,30.0,59.0,10.0,1.0,1.0,32.0,11.0,4.0,18.0,29.0,0.23,0.283,0.289,0.572,65,Jerry Dybzinski
242,1984,28,AL,94,152,132.0,17.0,31.0,5.0,1.0,1.0,10.0,7.0,2.0,13.0,12.0,0.235,0.311,0.311,0.621,65D4,Jerry Dybzinski
242,1985,29,NL,5,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Jerry Dybzinski
241,1996,22,NL,98,306,292.0,32.0,82.0,16.0,0.0,12.0,37.0,1.0,4.0,8.0,67.0,0.281,0.304,0.459,0.763,978,Jermaine Dye
241,1997,23,AL,75,283,263.0,26.0,62.0,14.0,0.0,7.0,22.0,2.0,1.0,17.0,51.0,0.236,0.284,0.369,0.653,97,Jermaine Dye
241,1998,24,AL,60,230,214.0,24.0,50.0,5.0,1.0,5.0,23.0,2.0,2.0,11.0,46.0,0.234,0.27,0.336,0.606,9,Jermaine Dye
241,1999,25,AL,158,673,608.0,96.0,179.0,44.0,8.0,27.0,119.0,2.0,3.0,58.0,119.0,0.294,0.354,0.526,0.88,9D,Jermaine Dye
241,2000,26,AL,157,679,601.0,107.0,193.0,41.0,2.0,33.0,118.0,0.0,1.0,69.0,99.0,0.321,0.39,0.561,0.951,9D,Jermaine Dye
241,2001,27,AL,158,675,599.0,91.0,169.0,31.0,1.0,26.0,106.0,9.0,1.0,57.0,112.0,0.282,0.346,0.467,0.813,9D8,Jermaine Dye
241,2002,28,AL,131,555,488.0,74.0,123.0,27.0,1.0,24.0,86.0,2.0,0.0,52.0,108.0,0.252,0.333,0.459,0.792,9D,Jermaine Dye
241,2003,29,AL,65,253,221.0,28.0,38.0,6.0,0.0,4.0,20.0,1.0,0.0,25.0,42.0,0.172,0.261,0.253,0.514,98D7,Jermaine Dye
241,2004,30,AL,137,590,532.0,87.0,141.0,29.0,4.0,23.0,80.0,4.0,2.0,49.0,128.0,0.265,0.329,0.464,0.793,9D,Jermaine Dye
241,2005,31,AL,145,579,529.0,74.0,145.0,29.0,2.0,31.0,86.0,11.0,4.0,39.0,99.0,0.274,0.333,0.512,0.846,93D6,Jermaine Dye
241,2006,32,AL,146,611,539.0,103.0,170.0,27.0,3.0,44.0,120.0,7.0,3.0,59.0,118.0,0.315,0.385,0.622,1.006,9,Jermaine Dye
241,2007,33,AL,138,561,508.0,68.0,129.0,34.0,0.0,28.0,78.0,2.0,1.0,45.0,107.0,0.254,0.317,0.486,0.804,9D,Jermaine Dye
241,2008,34,AL,154,645,590.0,96.0,172.0,41.0,2.0,34.0,96.0,3.0,2.0,44.0,104.0,0.292,0.344,0.541,0.885,9D,Jermaine Dye
241,2009,35,AL,141,574,503.0,78.0,126.0,19.0,1.0,27.0,81.0,0.0,2.0,64.0,108.0,0.25,0.34,0.453,0.793,9D,Jermaine Dye
229,2010,25,AL,18,65,57.0,11.0,12.0,4.0,2.0,1.0,5.0,9.0,1.0,6.0,16.0,0.211,0.286,0.404,0.689,8D,Jarrod Dyson
229,2011,26,AL,26,53,44.0,8.0,9.0,1.0,0.0,0.0,3.0,11.0,1.0,7.0,14.0,0.205,0.308,0.227,0.535,8D,Jarrod Dyson
229,2012,27,AL,102,330,292.0,52.0,76.0,8.0,5.0,0.0,9.0,30.0,5.0,30.0,56.0,0.26,0.328,0.322,0.65,8D,Jarrod Dyson
229,2013,28,AL,87,239,213.0,30.0,55.0,9.0,4.0,2.0,17.0,34.0,6.0,21.0,45.0,0.258,0.326,0.366,0.692,8D,Jarrod Dyson
229,2014,29,AL,120,290,260.0,33.0,70.0,4.0,4.0,1.0,24.0,36.0,7.0,22.0,52.0,0.269,0.324,0.327,0.651,8D7,Jarrod Dyson
229,2015,30,AL,90,225,200.0,31.0,50.0,8.0,6.0,2.0,18.0,26.0,3.0,14.0,37.0,0.25,0.311,0.38,0.691,879D,Jarrod Dyson
229,2016,31,AL,10,37,33.0,2.0,10.0,2.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,0.303,0.361,0.364,0.725,98,Jarrod Dyson
361,1973,22,NL,6,9,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.222,0.0,0.222,79,Mike Easler
361,1974,23,NL,15,15,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.067,0.067,0.067,0.133,,Mike Easler
361,1975,24,NL,5,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Mike Easler
361,1976,25,AL,21,59,54.0,6.0,13.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0,11.0,0.241,0.259,0.296,0.555,D,Mike Easler
361,1977,26,NL,10,19,18.0,3.0,8.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.444,0.421,0.722,1.143,97,Mike Easler
361,1979,28,NL,55,62,54.0,8.0,15.0,1.0,1.0,2.0,11.0,0.0,1.0,8.0,13.0,0.278,0.371,0.444,0.815,79,Mike Easler
361,1980,29,NL,132,445,393.0,66.0,133.0,27.0,3.0,21.0,74.0,5.0,9.0,43.0,65.0,0.338,0.396,0.583,0.978,79,Mike Easler
361,1981,30,NL,95,369,339.0,43.0,97.0,18.0,5.0,7.0,42.0,4.0,7.0,24.0,45.0,0.286,0.328,0.431,0.759,79,Mike Easler
361,1982,31,NL,142,526,475.0,52.0,131.0,27.0,2.0,15.0,58.0,1.0,1.0,40.0,85.0,0.276,0.337,0.436,0.773,79,Mike Easler
361,1983,32,NL,115,408,381.0,44.0,117.0,17.0,2.0,10.0,54.0,4.0,2.0,22.0,64.0,0.307,0.349,0.441,0.79,7,Mike Easler
361,1984,33,AL,156,666,601.0,87.0,188.0,31.0,5.0,27.0,91.0,1.0,1.0,58.0,134.0,0.313,0.376,0.516,0.892,D3,Mike Easler
361,1985,34,AL,155,631,568.0,71.0,149.0,29.0,4.0,16.0,74.0,0.0,1.0,53.0,129.0,0.262,0.325,0.412,0.737,D79,Mike Easler
361,1986,35,AL,146,546,490.0,64.0,148.0,26.0,2.0,14.0,78.0,3.0,2.0,49.0,87.0,0.302,0.362,0.449,0.811,D79,Mike Easler
361,1987,36,MLB,98,301,277.0,20.0,78.0,10.0,0.0,5.0,31.0,1.0,1.0,20.0,52.0,0.282,0.329,0.372,0.701,7D9,Mike Easler
32,1996,25,NL,26,26,21.0,2.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,5.0,0.286,0.346,0.286,0.632,97,Angel Echevarria
32,1997,26,NL,15,22,20.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.25,0.318,0.35,0.668,987,Angel Echevarria
32,1998,27,NL,19,33,29.0,7.0,11.0,3.0,0.0,1.0,9.0,0.0,0.0,2.0,3.0,0.379,0.455,0.586,1.041,379,Angel Echevarria
32,1999,28,NL,102,211,191.0,28.0,56.0,7.0,0.0,11.0,35.0,1.0,3.0,17.0,34.0,0.293,0.36,0.503,0.863,973,Angel Echevarria
32,2000,29,NL,41,58,51.0,3.0,10.0,2.0,0.0,1.0,6.0,0.0,0.0,7.0,11.0,0.196,0.293,0.294,0.587,379,Angel Echevarria
32,2001,30,NL,75,145,133.0,12.0,34.0,11.0,0.0,5.0,13.0,0.0,1.0,8.0,29.0,0.256,0.31,0.451,0.761,739D,Angel Echevarria
32,2002,31,NL,50,111,98.0,14.0,30.0,7.0,0.0,3.0,21.0,0.0,0.0,8.0,17.0,0.306,0.351,0.469,0.821,397,Angel Echevarria
250,1993,23,AL,18,63,61.0,5.0,15.0,4.0,1.0,0.0,4.0,0.0,2.0,2.0,16.0,0.246,0.27,0.344,0.614,987,Jim Edmonds
250,1994,24,AL,94,322,289.0,35.0,79.0,13.0,1.0,5.0,37.0,4.0,2.0,30.0,72.0,0.273,0.343,0.377,0.72,7398,Jim Edmonds
250,1995,25,AL,141,620,558.0,120.0,162.0,30.0,4.0,33.0,107.0,1.0,4.0,51.0,130.0,0.29,0.352,0.536,0.888,8,Jim Edmonds
250,1996,26,AL,114,483,431.0,73.0,131.0,28.0,3.0,27.0,66.0,4.0,0.0,46.0,101.0,0.304,0.375,0.571,0.946,8D,Jim Edmonds
250,1997,27,AL,133,571,502.0,82.0,146.0,27.0,0.0,26.0,80.0,5.0,7.0,60.0,80.0,0.291,0.368,0.5,0.868,83D,Jim Edmonds
250,1998,28,AL,154,659,599.0,115.0,184.0,42.0,1.0,25.0,91.0,7.0,5.0,57.0,114.0,0.307,0.368,0.506,0.874,8,Jim Edmonds
250,1999,29,AL,55,233,204.0,34.0,51.0,17.0,2.0,5.0,23.0,5.0,4.0,28.0,45.0,0.25,0.339,0.426,0.766,8D3,Jim Edmonds
250,2000,30,NL,152,643,525.0,129.0,155.0,25.0,0.0,42.0,108.0,10.0,3.0,103.0,167.0,0.295,0.411,0.583,0.994,83,Jim Edmonds
250,2001,31,NL,150,608,500.0,95.0,152.0,38.0,1.0,30.0,110.0,5.0,5.0,93.0,136.0,0.304,0.41,0.564,0.974,83,Jim Edmonds
250,2002,32,NL,144,576,476.0,96.0,148.0,31.0,2.0,28.0,83.0,4.0,3.0,86.0,134.0,0.311,0.42,0.561,0.981,8,Jim Edmonds
250,2003,33,NL,137,531,447.0,89.0,123.0,32.0,2.0,39.0,89.0,1.0,3.0,77.0,127.0,0.275,0.385,0.617,1.002,8D7,Jim Edmonds
250,2004,34,NL,153,612,498.0,102.0,150.0,38.0,3.0,42.0,111.0,8.0,3.0,101.0,150.0,0.301,0.418,0.643,1.061,83D,Jim Edmonds
250,2005,35,NL,142,567,467.0,88.0,123.0,37.0,1.0,29.0,89.0,5.0,5.0,91.0,139.0,0.263,0.385,0.533,0.918,8,Jim Edmonds
250,2006,36,NL,110,408,350.0,52.0,90.0,18.0,0.0,19.0,70.0,4.0,0.0,53.0,101.0,0.257,0.35,0.471,0.822,83,Jim Edmonds
250,2007,37,NL,117,411,365.0,39.0,92.0,15.0,2.0,12.0,53.0,0.0,2.0,41.0,75.0,0.252,0.325,0.403,0.728,83,Jim Edmonds
250,2008,38,NL,111,401,340.0,53.0,80.0,19.0,2.0,20.0,55.0,2.0,2.0,55.0,82.0,0.235,0.343,0.479,0.822,8,Jim Edmonds
250,2010,40,NL,86,272,246.0,44.0,68.0,23.0,0.0,11.0,23.0,2.0,0.0,24.0,60.0,0.276,0.342,0.504,0.846,8937,Jim Edmonds
429,1994,26,AL,3,4,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.75,1.25,6,Robert Eenhoorn
429,1995,27,AL,5,15,14.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.143,0.2,0.214,0.414,46,Robert Eenhoorn
429,1996,28,AL,18,34,29.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,0.172,0.212,0.172,0.385,465,Robert Eenhoorn
429,1997,29,AL,11,21,20.0,2.0,7.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.35,0.333,0.55,0.883,546,Robert Eenhoorn
70,2011,25,NL,14,42,37.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,9.0,0.162,0.262,0.162,0.424,4,Brad Emaus
34,1995,26,NL,58,175,159.0,18.0,36.0,7.0,2.0,2.0,10.0,1.0,1.0,13.0,28.0,0.226,0.285,0.333,0.618,2,Angelo Encarnacion
34,1996,27,NL,7,22,22.0,3.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.318,0.318,0.409,0.727,2,Angelo Encarnacion
34,1997,28,AL,11,17,17.0,2.0,7.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.412,0.412,0.647,1.059,2,Angelo Encarnacion
153,1946,21,NL,141,583,540.0,70.0,169.0,30.0,6.0,17.0,73.0,5.0,,39.0,65.0,0.313,0.364,0.485,0.849,7O9,Del Ennis
153,1947,22,NL,139,581,541.0,71.0,149.0,25.0,6.0,12.0,81.0,9.0,,37.0,51.0,0.275,0.325,0.41,0.736,7O9,Del Ennis
153,1948,23,NL,152,641,589.0,86.0,171.0,40.0,4.0,30.0,95.0,2.0,,47.0,58.0,0.29,0.345,0.525,0.869,O9,Del Ennis
153,1949,24,NL,154,674,610.0,92.0,184.0,39.0,11.0,25.0,110.0,2.0,,59.0,61.0,0.302,0.367,0.525,0.892,7O,Del Ennis
153,1950,25,NL,153,655,595.0,92.0,185.0,34.0,8.0,31.0,126.0,2.0,,56.0,59.0,0.311,0.372,0.551,0.923,O978,Del Ennis
153,1951,26,NL,144,602,532.0,76.0,142.0,20.0,5.0,15.0,73.0,4.0,2.0,68.0,42.0,0.267,0.352,0.408,0.76,O97,Del Ennis
153,1952,27,NL,151,645,592.0,90.0,171.0,30.0,10.0,20.0,107.0,6.0,4.0,47.0,65.0,0.289,0.341,0.475,0.816,O79,Del Ennis
153,1953,28,NL,152,643,578.0,79.0,165.0,22.0,3.0,29.0,125.0,1.0,3.0,57.0,53.0,0.285,0.355,0.484,0.839,7O,Del Ennis
153,1954,29,NL,145,620,556.0,73.0,145.0,23.0,2.0,25.0,119.0,2.0,1.0,50.0,60.0,0.261,0.318,0.444,0.762,793,Del Ennis
153,1955,30,NL,146,624,564.0,82.0,167.0,24.0,7.0,29.0,120.0,4.0,2.0,46.0,46.0,0.296,0.346,0.518,0.864,79,Del Ennis
153,1956,31,NL,153,671,630.0,80.0,164.0,23.0,3.0,26.0,95.0,7.0,3.0,33.0,62.0,0.26,0.299,0.43,0.729,7,Del Ennis
153,1957,32,NL,136,538,490.0,61.0,140.0,24.0,3.0,24.0,105.0,1.0,3.0,37.0,50.0,0.286,0.332,0.494,0.826,79,Del Ennis
153,1958,33,NL,106,352,329.0,22.0,86.0,18.0,1.0,3.0,47.0,0.0,1.0,15.0,35.0,0.261,0.29,0.35,0.639,7,Del Ennis
153,1959,34,MLB,31,114,108.0,11.0,25.0,6.0,0.0,2.0,8.0,0.0,0.0,6.0,12.0,0.231,0.272,0.343,0.615,7,Del Ennis
251,1987,27,AL,8,11,9.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.333,0.455,0.333,0.788,9,Jim Eppard
251,1988,28,AL,56,126,113.0,7.0,32.0,3.0,1.0,0.0,14.0,0.0,0.0,11.0,15.0,0.283,0.347,0.327,0.674,7D3,Jim Eppard
251,1989,29,AL,12,13,12.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.25,0.308,0.25,0.558,3,Jim Eppard
251,1990,30,AL,6,6,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.333,0.2,0.533,,Jim Eppard
362,1966,23,AL,6,12,11.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,0.182,0.25,0.364,0.614,3,Mike Epstein
362,1967,24,AL,105,345,297.0,32.0,67.0,7.0,4.0,9.0,29.0,1.0,4.0,41.0,79.0,0.226,0.33,0.367,0.697,3,Mike Epstein
362,1968,25,AL,123,448,385.0,40.0,90.0,8.0,2.0,13.0,33.0,1.0,1.0,48.0,91.0,0.234,0.338,0.366,0.704,3,Mike Epstein
362,1969,26,AL,131,500,403.0,73.0,112.0,18.0,1.0,30.0,85.0,2.0,5.0,85.0,99.0,0.278,0.414,0.551,0.965,3,Mike Epstein
362,1970,27,AL,140,517,430.0,55.0,110.0,15.0,3.0,20.0,56.0,2.0,3.0,73.0,117.0,0.256,0.371,0.444,0.815,3,Mike Epstein
362,1971,28,AL,128,502,414.0,49.0,98.0,14.0,1.0,19.0,60.0,1.0,3.0,74.0,102.0,0.237,0.367,0.413,0.78,3,Mike Epstein
362,1972,29,AL,138,537,455.0,63.0,123.0,18.0,2.0,26.0,70.0,0.0,1.0,68.0,68.0,0.27,0.376,0.49,0.866,3,Mike Epstein
362,1973,30,AL,118,457,397.0,39.0,83.0,11.0,2.0,9.0,38.0,0.0,0.0,48.0,73.0,0.209,0.304,0.315,0.619,3,Mike Epstein
362,1974,31,AL,18,73,62.0,10.0,10.0,2.0,0.0,4.0,6.0,0.0,0.0,10.0,13.0,0.161,0.288,0.387,0.675,3,Mike Epstein
380,1983,23,NL,85,335,302.0,41.0,80.0,10.0,5.0,12.0,46.0,6.0,2.0,27.0,99.0,0.265,0.328,0.45,0.779,5,Nick Esasky
380,1984,24,NL,113,382,322.0,30.0,62.0,10.0,5.0,10.0,45.0,1.0,2.0,52.0,103.0,0.193,0.301,0.348,0.649,53,Nick Esasky
380,1985,25,NL,125,464,413.0,61.0,108.0,21.0,0.0,21.0,66.0,3.0,4.0,41.0,102.0,0.262,0.332,0.465,0.797,573,Nick Esasky
380,1986,26,NL,102,383,330.0,35.0,76.0,17.0,2.0,12.0,41.0,0.0,2.0,47.0,97.0,0.23,0.325,0.403,0.728,375,Nick Esasky
380,1987,27,NL,100,378,346.0,48.0,94.0,19.0,2.0,22.0,59.0,0.0,0.0,29.0,76.0,0.272,0.327,0.529,0.856,357,Nick Esasky
380,1988,28,NL,122,450,391.0,40.0,95.0,17.0,2.0,15.0,62.0,7.0,2.0,48.0,104.0,0.243,0.327,0.412,0.738,3,Nick Esasky
380,1989,29,AL,154,633,564.0,79.0,156.0,26.0,5.0,30.0,108.0,1.0,2.0,66.0,117.0,0.277,0.355,0.5,0.855,37,Nick Esasky
380,1990,30,NL,9,39,35.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.171,0.256,0.171,0.428,3,Nick Esasky
27,1962,19,AL,2,6,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.333,0.333,0.333,0.667,2,Andy Etchebarren
27,1965,22,AL,5,6,6.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.167,0.167,0.667,0.833,2,Andy Etchebarren
27,1966,23,AL,121,458,412.0,49.0,91.0,14.0,6.0,11.0,50.0,0.0,1.0,38.0,106.0,0.221,0.293,0.364,0.657,2,Andy Etchebarren
27,1967,24,AL,112,374,330.0,29.0,71.0,13.0,0.0,7.0,35.0,1.0,0.0,38.0,80.0,0.215,0.298,0.318,0.617,2,Andy Etchebarren
27,1968,25,AL,74,214,189.0,20.0,44.0,11.0,2.0,5.0,20.0,0.0,0.0,19.0,46.0,0.233,0.311,0.392,0.703,2,Andy Etchebarren
27,1969,26,AL,73,255,217.0,29.0,54.0,9.0,2.0,3.0,26.0,1.0,2.0,28.0,42.0,0.249,0.35,0.35,0.701,2,Andy Etchebarren
27,1970,27,AL,78,256,230.0,19.0,56.0,10.0,1.0,4.0,28.0,4.0,1.0,21.0,41.0,0.243,0.313,0.348,0.66,2,Andy Etchebarren
27,1971,28,AL,70,243,222.0,21.0,60.0,8.0,0.0,9.0,29.0,1.0,4.0,16.0,40.0,0.27,0.321,0.428,0.749,2,Andy Etchebarren
27,1972,29,AL,71,210,188.0,11.0,38.0,6.0,1.0,2.0,21.0,0.0,2.0,17.0,43.0,0.202,0.276,0.277,0.553,2,Andy Etchebarren
27,1973,30,AL,54,168,152.0,16.0,39.0,9.0,1.0,2.0,23.0,1.0,1.0,12.0,21.0,0.257,0.317,0.368,0.686,2,Andy Etchebarren
27,1974,31,AL,62,190,180.0,13.0,40.0,8.0,0.0,2.0,15.0,1.0,0.0,6.0,26.0,0.222,0.249,0.3,0.549,2,Andy Etchebarren
27,1975,32,AL,39,136,120.0,10.0,32.0,1.0,1.0,3.0,20.0,1.0,0.0,14.0,22.0,0.267,0.341,0.367,0.707,2,Andy Etchebarren
27,1976,33,AL,103,281,247.0,15.0,56.0,9.0,1.0,0.0,21.0,0.0,2.0,24.0,37.0,0.227,0.305,0.271,0.577,2,Andy Etchebarren
27,1977,34,AL,80,131,114.0,11.0,29.0,2.0,2.0,0.0,14.0,3.0,1.0,12.0,19.0,0.254,0.32,0.307,0.627,2,Andy Etchebarren
27,1978,35,AL,4,6,5.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.4,0.5,0.6,1.1,2,Andy Etchebarren
465,1991,24,NL,10,25,19.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.105,0.32,0.158,0.478,2,Tony Eusebio
465,1994,27,NL,55,174,159.0,18.0,47.0,9.0,1.0,5.0,30.0,0.0,1.0,8.0,33.0,0.296,0.32,0.459,0.779,2,Tony Eusebio
465,1995,28,NL,113,408,368.0,46.0,110.0,21.0,1.0,6.0,58.0,0.0,2.0,31.0,59.0,0.299,0.354,0.41,0.764,2,Tony Eusebio
465,1996,29,NL,58,172,152.0,15.0,41.0,7.0,2.0,1.0,19.0,0.0,1.0,18.0,20.0,0.27,0.343,0.362,0.705,2,Tony Eusebio
465,1997,30,NL,60,187,164.0,12.0,45.0,2.0,0.0,1.0,18.0,0.0,1.0,19.0,27.0,0.274,0.364,0.305,0.669,2,Tony Eusebio
465,1998,31,NL,66,203,182.0,13.0,46.0,6.0,1.0,1.0,36.0,1.0,0.0,18.0,31.0,0.253,0.32,0.313,0.633,2,Tony Eusebio
465,1999,32,NL,103,363,323.0,31.0,88.0,15.0,0.0,4.0,33.0,0.0,0.0,40.0,67.0,0.272,0.353,0.356,0.709,2,Tony Eusebio
465,2000,33,NL,74,249,218.0,24.0,61.0,18.0,0.0,7.0,33.0,0.0,0.0,25.0,45.0,0.28,0.361,0.459,0.82,2,Tony Eusebio
465,2001,34,NL,59,174,154.0,16.0,39.0,8.0,0.0,5.0,14.0,0.0,0.0,17.0,34.0,0.253,0.339,0.403,0.742,2,Tony Eusebio
329,2012,25,AL,9,22,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.056,0.19,0.056,0.246,2,Luis Exposito
321,1980,20,AL,5,9,8.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.375,0.625,6,Lenny Faedo
321,1981,21,AL,12,43,41.0,3.0,8.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,5.0,0.195,0.209,0.244,0.453,6,Lenny Faedo
321,1982,22,AL,90,276,255.0,16.0,62.0,8.0,0.0,3.0,22.0,1.0,0.0,16.0,22.0,0.243,0.288,0.31,0.598,6D,Lenny Faedo
321,1983,23,AL,51,182,173.0,16.0,48.0,7.0,0.0,1.0,18.0,0.0,0.0,4.0,19.0,0.277,0.291,0.335,0.626,6,Lenny Faedo
321,1984,24,AL,16,56,52.0,6.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,4.0,3.0,0.25,0.304,0.327,0.63,6D,Lenny Faedo
50,1971,21,AL,2,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Bill Fahey
50,1972,22,AL,39,133,119.0,8.0,20.0,2.0,0.0,1.0,10.0,4.0,0.0,12.0,23.0,0.168,0.25,0.21,0.46,2,Bill Fahey
50,1974,24,AL,6,17,16.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.5,2,Bill Fahey
50,1975,25,AL,21,39,37.0,3.0,11.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,10.0,0.297,0.316,0.378,0.694,2,Bill Fahey
50,1976,26,AL,38,94,80.0,12.0,20.0,2.0,0.0,1.0,9.0,1.0,0.0,11.0,6.0,0.25,0.348,0.313,0.66,2,Bill Fahey
