id,Year,Age,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,Pos,name
24,2001,28,AL,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Andy Abad
24,2003,30,AL,9,19,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.118,0.211,0.118,0.328,39,Andy Abad
24,2006,33,NL,5,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4,0.0,0.4,,Andy Abad
443,1987,21,NL,16,49,47.0,5.0,13.0,3.0,1.0,2.0,7.0,1.0,0.0,2.0,8.0,0.277,0.306,0.511,0.817,798,Shawn Abner
443,1988,22,NL,37,89,83.0,6.0,15.0,3.0,0.0,2.0,5.0,0.0,1.0,4.0,19.0,0.181,0.225,0.289,0.514,987,Shawn Abner
443,1989,23,NL,57,108,102.0,13.0,18.0,4.0,0.0,2.0,14.0,1.0,0.0,5.0,20.0,0.176,0.213,0.275,0.487,879,Shawn Abner
443,1990,24,NL,91,198,184.0,17.0,45.0,9.0,0.0,1.0,15.0,2.0,3.0,9.0,28.0,0.245,0.286,0.31,0.595,879,Shawn Abner
443,1991,25,MLB,94,230,216.0,27.0,42.0,10.0,2.0,3.0,14.0,1.0,2.0,11.0,43.0,0.194,0.236,0.301,0.537,89D,Shawn Abner
443,1992,26,AL,97,228,208.0,21.0,58.0,10.0,1.0,1.0,16.0,1.0,2.0,12.0,35.0,0.279,0.323,0.351,0.674,987D,Shawn Abner
258,1950,22,NL,102,398,372.0,46.0,109.0,16.0,1.0,8.0,55.0,2.0,,24.0,24.0,0.293,0.336,0.406,0.742,7O39,Joe Adcock
258,1951,23,NL,113,422,395.0,40.0,96.0,16.0,4.0,10.0,47.0,1.0,2.0,24.0,29.0,0.243,0.288,0.38,0.668,O7,Joe Adcock
258,1952,24,NL,117,403,378.0,43.0,105.0,22.0,4.0,13.0,52.0,1.0,4.0,23.0,38.0,0.278,0.321,0.46,0.781,7O3,Joe Adcock
258,1953,25,NL,157,640,590.0,71.0,168.0,33.0,6.0,18.0,80.0,3.0,2.0,42.0,82.0,0.285,0.334,0.453,0.787,3,Joe Adcock
258,1954,26,NL,133,562,500.0,73.0,154.0,27.0,5.0,23.0,87.0,1.0,4.0,44.0,58.0,0.308,0.365,0.52,0.885,3,Joe Adcock
258,1955,27,NL,84,324,288.0,40.0,76.0,14.0,0.0,15.0,45.0,0.0,2.0,31.0,44.0,0.264,0.339,0.469,0.807,3,Joe Adcock
258,1956,28,NL,137,501,454.0,76.0,132.0,23.0,1.0,38.0,103.0,1.0,0.0,32.0,86.0,0.291,0.337,0.597,0.934,3,Joe Adcock
258,1957,29,NL,65,231,209.0,31.0,60.0,13.0,2.0,12.0,38.0,0.0,0.0,20.0,51.0,0.287,0.351,0.541,0.891,3,Joe Adcock
258,1958,30,NL,105,349,320.0,40.0,88.0,15.0,1.0,19.0,54.0,0.0,0.0,21.0,63.0,0.275,0.317,0.506,0.823,37,Joe Adcock
258,1959,31,NL,115,444,404.0,53.0,118.0,19.0,2.0,25.0,76.0,0.0,0.0,32.0,77.0,0.292,0.339,0.535,0.874,37,Joe Adcock
258,1960,32,NL,138,570,514.0,55.0,153.0,21.0,4.0,25.0,91.0,2.0,2.0,46.0,86.0,0.298,0.354,0.5,0.854,3,Joe Adcock
258,1961,33,NL,152,629,562.0,77.0,160.0,20.0,0.0,35.0,108.0,2.0,1.0,59.0,94.0,0.285,0.354,0.507,0.861,3,Joe Adcock
258,1962,34,NL,121,447,391.0,48.0,97.0,12.0,1.0,29.0,78.0,2.0,0.0,50.0,91.0,0.248,0.333,0.506,0.839,3,Joe Adcock
258,1963,35,AL,97,317,283.0,28.0,71.0,7.0,1.0,13.0,49.0,1.0,2.0,30.0,53.0,0.251,0.32,0.42,0.74,3,Joe Adcock
258,1964,36,AL,118,415,366.0,39.0,98.0,13.0,0.0,21.0,64.0,0.0,2.0,48.0,61.0,0.268,0.352,0.475,0.827,3,Joe Adcock
258,1965,37,AL,122,386,349.0,30.0,84.0,14.0,0.0,14.0,47.0,2.0,2.0,37.0,74.0,0.241,0.315,0.401,0.716,3,Joe Adcock
258,1966,38,AL,83,265,231.0,33.0,63.0,10.0,3.0,18.0,48.0,2.0,2.0,31.0,48.0,0.273,0.355,0.576,0.93,3,Joe Adcock
174,2013,23,NL,9,20,18.0,3.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,0.222,0.263,0.444,0.708,6,Ehire Adrianza
174,2014,24,NL,53,106,97.0,10.0,23.0,6.0,0.0,0.0,5.0,1.0,1.0,5.0,22.0,0.237,0.279,0.299,0.578,465,Ehire Adrianza
174,2015,25,NL,52,134,113.0,11.0,21.0,7.0,1.0,0.0,11.0,3.0,2.0,15.0,20.0,0.186,0.303,0.265,0.569,4635,Ehire Adrianza
174,2016,26,NL,8,12,10.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.3,0.364,0.7,1.064,64,Ehire Adrianza
473,1987,23,NL,10,20,20.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.3,0.3,0.35,0.65,2,Troy Afenir
473,1990,26,AL,14,15,14.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.143,0.133,0.143,0.276,2D,Troy Afenir
473,1991,27,AL,5,11,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.091,0.091,0.091,0.182,2D,Troy Afenir
473,1992,28,NL,16,40,34.0,3.0,6.0,1.0,2.0,0.0,4.0,0.0,0.0,5.0,12.0,0.176,0.282,0.324,0.606,2,Troy Afenir
46,1998,26,NL,11,16,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.133,0.188,0.133,0.321,987,Benny Agbayani
46,1999,27,NL,101,314,276.0,42.0,79.0,18.0,3.0,14.0,42.0,6.0,4.0,32.0,60.0,0.286,0.363,0.525,0.888,798D,Benny Agbayani
46,2000,28,NL,119,415,350.0,59.0,101.0,19.0,1.0,15.0,60.0,5.0,5.0,54.0,68.0,0.289,0.391,0.477,0.868,798D,Benny Agbayani
46,2001,29,NL,91,339,296.0,28.0,82.0,14.0,2.0,6.0,27.0,4.0,5.0,36.0,73.0,0.277,0.364,0.399,0.763,7,Benny Agbayani
46,2002,30,MLB,61,171,154.0,15.0,35.0,6.0,0.0,4.0,27.0,1.0,0.0,16.0,40.0,0.227,0.298,0.344,0.642,798D,Benny Agbayani
463,1962,19,AL,5,14,14.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.214,0.214,0.214,0.429,78,Tommie Agee
463,1963,20,AL,13,29,27.0,3.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,9.0,0.148,0.207,0.296,0.503,987,Tommie Agee
463,1964,21,AL,13,12,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.167,0.167,0.167,0.333,98,Tommie Agee
463,1965,22,AL,10,21,19.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,6.0,0.158,0.238,0.211,0.449,98,Tommie Agee
463,1966,23,AL,160,689,629.0,98.0,172.0,27.0,8.0,22.0,86.0,44.0,18.0,41.0,127.0,0.273,0.326,0.447,0.773,87,Tommie Agee
463,1967,24,AL,158,584,529.0,73.0,124.0,26.0,2.0,14.0,52.0,28.0,10.0,44.0,129.0,0.234,0.302,0.371,0.672,879,Tommie Agee
463,1968,25,NL,132,391,368.0,30.0,80.0,12.0,3.0,5.0,17.0,13.0,8.0,15.0,103.0,0.217,0.255,0.307,0.562,89,Tommie Agee
463,1969,26,NL,149,635,565.0,97.0,153.0,23.0,4.0,26.0,76.0,12.0,9.0,59.0,137.0,0.271,0.342,0.464,0.806,89,Tommie Agee
463,1970,27,NL,153,696,636.0,107.0,182.0,30.0,7.0,24.0,75.0,31.0,15.0,55.0,156.0,0.286,0.344,0.469,0.812,89,Tommie Agee
463,1971,28,NL,113,482,425.0,58.0,121.0,19.0,0.0,14.0,50.0,28.0,6.0,50.0,84.0,0.285,0.362,0.428,0.79,89,Tommie Agee
463,1972,29,NL,114,483,422.0,52.0,96.0,23.0,0.0,13.0,47.0,8.0,9.0,53.0,92.0,0.227,0.317,0.374,0.692,897,Tommie Agee
463,1973,30,NL,109,288,266.0,38.0,59.0,8.0,3.0,11.0,22.0,3.0,5.0,21.0,68.0,0.222,0.281,0.398,0.68,879,Tommie Agee
325,1980,21,NL,20,50,47.0,7.0,13.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,3.0,0.277,0.3,0.447,0.747,46,Luis Aguayo
325,1981,22,NL,45,94,84.0,11.0,18.0,4.0,0.0,1.0,7.0,1.0,0.0,6.0,15.0,0.214,0.283,0.298,0.58,465,Luis Aguayo
325,1982,23,NL,50,63,56.0,11.0,15.0,1.0,2.0,3.0,7.0,1.0,1.0,5.0,7.0,0.268,0.339,0.518,0.857,465,Luis Aguayo
325,1983,24,NL,2,5,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.25,0.4,0.25,0.65,6,Luis Aguayo
325,1984,25,NL,58,80,72.0,15.0,20.0,4.0,0.0,3.0,11.0,0.0,0.0,8.0,16.0,0.278,0.35,0.458,0.808,546,Luis Aguayo
325,1985,26,NL,91,200,165.0,27.0,46.0,7.0,3.0,6.0,21.0,1.0,0.0,22.0,26.0,0.279,0.378,0.467,0.844,645,Luis Aguayo
325,1986,27,NL,62,146,133.0,17.0,28.0,6.0,1.0,4.0,13.0,1.0,1.0,8.0,26.0,0.211,0.267,0.361,0.628,465,Luis Aguayo
325,1987,28,NL,94,234,209.0,25.0,43.0,9.0,1.0,12.0,21.0,0.0,0.0,15.0,56.0,0.206,0.273,0.431,0.703,645,Luis Aguayo
325,1988,29,MLB,99,260,237.0,21.0,59.0,7.0,0.0,6.0,13.0,2.0,2.0,20.0,50.0,0.249,0.309,0.354,0.663,564,Luis Aguayo
325,1989,30,AL,47,112,97.0,7.0,17.0,4.0,1.0,1.0,8.0,0.0,0.0,7.0,19.0,0.175,0.239,0.268,0.507,564D,Luis Aguayo
379,2014,24,NL,25,75,70.0,9.0,14.0,2.0,0.0,1.0,4.0,0.0,1.0,3.0,10.0,0.2,0.233,0.271,0.504,64,Nick Ahmed
379,2015,25,NL,134,459,421.0,49.0,95.0,17.0,6.0,9.0,34.0,4.0,5.0,29.0,81.0,0.226,0.275,0.359,0.634,6,Nick Ahmed
379,2016,26,NL,25,91,82.0,9.0,15.0,2.0,0.0,3.0,8.0,1.0,1.0,7.0,12.0,0.183,0.256,0.317,0.573,6,Nick Ahmed
480,1977,22,AL,42,101,91.0,5.0,18.0,4.0,0.0,0.0,6.0,1.0,2.0,10.0,23.0,0.198,0.277,0.242,0.519,3D,Willie Aikens
480,1979,24,AL,116,447,379.0,59.0,106.0,18.0,0.0,21.0,81.0,1.0,3.0,61.0,79.0,0.28,0.376,0.493,0.869,3D,Willie Aikens
480,1980,25,AL,151,623,543.0,70.0,151.0,24.0,0.0,20.0,98.0,1.0,0.0,64.0,88.0,0.278,0.356,0.433,0.789,3D,Willie Aikens
480,1981,26,AL,101,419,349.0,45.0,93.0,16.0,0.0,17.0,53.0,0.0,0.0,62.0,47.0,0.266,0.377,0.458,0.836,3,Willie Aikens
480,1982,27,AL,134,519,466.0,50.0,131.0,29.0,1.0,17.0,74.0,0.0,1.0,45.0,70.0,0.281,0.345,0.457,0.802,3,Willie Aikens
480,1983,28,AL,125,458,410.0,49.0,124.0,26.0,1.0,23.0,72.0,0.0,0.0,45.0,75.0,0.302,0.373,0.539,0.912,3D,Willie Aikens
480,1984,29,AL,93,265,234.0,21.0,48.0,7.0,0.0,11.0,26.0,0.0,0.0,29.0,56.0,0.205,0.298,0.376,0.674,D3,Willie Aikens
480,1985,30,AL,12,24,20.0,2.0,4.0,1.0,0.0,1.0,5.0,0.0,0.0,3.0,6.0,0.2,0.292,0.4,0.692,D,Willie Aikens
138,1979,20,AL,87,331,308.0,26.0,73.0,7.0,1.0,2.0,19.0,1.0,0.0,12.0,58.0,0.237,0.269,0.286,0.554,4D,Danny Ainge
138,1980,21,AL,38,115,111.0,11.0,27.0,6.0,1.0,0.0,4.0,3.0,0.0,2.0,29.0,0.243,0.263,0.315,0.578,875D49,Danny Ainge
138,1981,22,AL,86,275,246.0,20.0,46.0,6.0,2.0,0.0,14.0,8.0,5.0,23.0,41.0,0.187,0.258,0.228,0.486,5684D9,Danny Ainge
230,2004,26,NL,7,12,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.182,0.182,0.182,0.364,6,Jason Alfaro
326,1988,22,NL,93,330,297.0,20.0,63.0,10.0,4.0,1.0,24.0,1.0,1.0,25.0,32.0,0.212,0.276,0.283,0.559,4,Luis Alicea
326,1991,25,NL,56,76,68.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,19.0,0.191,0.276,0.235,0.512,456,Luis Alicea
326,1992,26,NL,85,302,265.0,26.0,65.0,9.0,11.0,2.0,32.0,2.0,5.0,27.0,40.0,0.245,0.32,0.385,0.705,46,Luis Alicea
326,1993,27,NL,115,421,362.0,50.0,101.0,19.0,3.0,3.0,46.0,11.0,1.0,47.0,54.0,0.279,0.362,0.373,0.735,475,Luis Alicea
326,1994,28,NL,88,242,205.0,32.0,57.0,12.0,5.0,5.0,29.0,4.0,5.0,30.0,38.0,0.278,0.373,0.459,0.832,47,Luis Alicea
326,1995,29,AL,132,511,419.0,64.0,113.0,20.0,3.0,6.0,44.0,13.0,10.0,63.0,61.0,0.27,0.367,0.375,0.742,4,Luis Alicea
326,1996,30,NL,129,447,380.0,54.0,98.0,26.0,3.0,5.0,42.0,11.0,3.0,52.0,78.0,0.258,0.35,0.382,0.731,4,Luis Alicea
326,1997,31,AL,128,471,388.0,59.0,98.0,16.0,7.0,5.0,37.0,22.0,8.0,69.0,65.0,0.253,0.375,0.369,0.743,45D,Luis Alicea
326,1998,32,AL,101,308,259.0,51.0,71.0,15.0,3.0,6.0,33.0,4.0,3.0,37.0,40.0,0.274,0.372,0.425,0.796,45D7,Luis Alicea
326,1999,33,AL,68,196,164.0,33.0,33.0,10.0,0.0,3.0,17.0,2.0,1.0,28.0,32.0,0.201,0.316,0.317,0.633,45D7,Luis Alicea
326,2000,34,AL,139,619,540.0,85.0,159.0,25.0,8.0,6.0,63.0,1.0,3.0,59.0,75.0,0.294,0.365,0.404,0.769,45D6,Luis Alicea
326,2001,35,AL,113,418,387.0,44.0,106.0,16.0,4.0,4.0,32.0,8.0,6.0,23.0,56.0,0.274,0.32,0.367,0.687,4D5,Luis Alicea
326,2002,36,AL,94,273,237.0,28.0,54.0,8.0,2.0,1.0,23.0,2.0,3.0,32.0,34.0,0.228,0.322,0.291,0.613,45D3796,Luis Alicea
25,1986,24,AL,101,324,293.0,30.0,66.0,7.0,3.0,1.0,29.0,10.0,1.0,14.0,36.0,0.225,0.26,0.28,0.539,2,Andy Allanson
25,1987,25,AL,50,172,154.0,17.0,41.0,6.0,0.0,3.0,16.0,1.0,1.0,9.0,30.0,0.266,0.298,0.364,0.661,2,Andy Allanson
25,1988,26,AL,133,474,434.0,44.0,114.0,11.0,0.0,5.0,50.0,5.0,9.0,25.0,63.0,0.263,0.305,0.323,0.627,2,Andy Allanson
25,1989,27,AL,111,359,323.0,30.0,75.0,9.0,1.0,3.0,17.0,4.0,4.0,23.0,47.0,0.232,0.289,0.294,0.583,2,Andy Allanson
25,1991,29,AL,60,160,151.0,10.0,35.0,10.0,0.0,1.0,16.0,0.0,1.0,7.0,31.0,0.232,0.266,0.318,0.584,23D,Andy Allanson
25,1992,30,AL,9,28,25.0,6.0,8.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.32,0.346,0.36,0.706,2,Andy Allanson
25,1993,31,NL,13,26,24.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.167,0.2,0.208,0.408,23,Andy Allanson
25,1995,33,AL,35,91,82.0,5.0,14.0,3.0,0.0,3.0,10.0,0.0,1.0,7.0,12.0,0.171,0.244,0.317,0.562,2,Andy Allanson
154,1977,24,AL,22,45,40.0,10.0,13.0,4.0,0.0,1.0,4.0,3.0,3.0,3.0,4.0,0.325,0.364,0.5,0.864,D9,Dell Alston
154,1978,25,AL,61,191,176.0,17.0,36.0,2.0,0.0,1.0,10.0,11.0,10.0,10.0,23.0,0.205,0.246,0.233,0.479,973D,Dell Alston
154,1979,26,AL,54,74,62.0,10.0,18.0,0.0,2.0,1.0,12.0,4.0,4.0,10.0,10.0,0.29,0.384,0.403,0.787,79D,Dell Alston
154,1980,27,AL,52,64,54.0,11.0,12.0,1.0,2.0,0.0,9.0,2.0,4.0,5.0,7.0,0.222,0.302,0.315,0.616,79D8,Dell Alston
327,1968,19,AL,11,49,46.0,3.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,0.13,0.167,0.174,0.341,6,Luis Alvarado
327,1969,20,AL,6,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6,Luis Alvarado
327,1970,21,AL,59,196,183.0,19.0,41.0,11.0,0.0,1.0,10.0,1.0,2.0,9.0,30.0,0.224,0.258,0.301,0.558,56,Luis Alvarado
327,1971,22,AL,99,278,264.0,22.0,57.0,14.0,1.0,0.0,8.0,1.0,2.0,11.0,34.0,0.216,0.246,0.277,0.523,64,Luis Alvarado
327,1972,23,AL,103,269,254.0,30.0,54.0,4.0,1.0,4.0,29.0,2.0,2.0,13.0,36.0,0.213,0.254,0.283,0.537,645,Luis Alvarado
327,1973,24,AL,80,211,203.0,21.0,47.0,7.0,2.0,0.0,20.0,6.0,2.0,4.0,20.0,0.232,0.25,0.286,0.536,465D,Luis Alvarado
327,1974,25,MLB,86,175,160.0,16.0,31.0,4.0,0.0,0.0,13.0,1.0,1.0,8.0,21.0,0.194,0.229,0.219,0.448,46D5,Luis Alvarado
327,1976,27,NL,16,45,42.0,5.0,12.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,0.286,0.333,0.31,0.643,4,Luis Alvarado
327,1977,28,MLB,3,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,Luis Alvarado
74,1965,24,AL,8,14,13.0,3.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,4.0,0.231,0.286,0.692,0.978,37,Brant Alyea
74,1968,27,AL,53,161,150.0,18.0,40.0,11.0,1.0,6.0,23.0,0.0,0.0,10.0,39.0,0.267,0.317,0.473,0.79,97,Brant Alyea
74,1969,28,AL,104,276,237.0,29.0,59.0,4.0,0.0,11.0,40.0,1.0,3.0,34.0,67.0,0.249,0.341,0.405,0.746,793,Brant Alyea
74,1970,29,AL,94,290,258.0,34.0,75.0,12.0,1.0,16.0,61.0,3.0,3.0,28.0,51.0,0.291,0.366,0.531,0.897,79,Brant Alyea
74,1971,30,AL,79,188,158.0,13.0,28.0,4.0,0.0,2.0,15.0,1.0,1.0,24.0,38.0,0.177,0.282,0.241,0.522,79,Brant Alyea
74,1972,31,MLB,33,53,50.0,3.0,9.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,11.0,0.18,0.226,0.28,0.506,97,Brant Alyea
166,1984,25,NL,34,49,46.0,7.0,10.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,4.0,0.217,0.25,0.217,0.467,978,Ed Amelung
166,1986,27,NL,8,11,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.091,0.091,0.091,0.182,89,Ed Amelung
175,1989,21,NL,25,70,61.0,7.0,11.0,2.0,0.0,4.0,7.0,0.0,0.0,9.0,16.0,0.18,0.286,0.41,0.696,97,Eric Anthony
175,1990,22,NL,84,277,239.0,26.0,46.0,8.0,0.0,10.0,29.0,5.0,0.0,29.0,78.0,0.192,0.279,0.351,0.63,97,Eric Anthony
175,1991,23,NL,39,132,118.0,11.0,18.0,6.0,0.0,1.0,7.0,1.0,0.0,12.0,41.0,0.153,0.227,0.229,0.456,9,Eric Anthony
175,1992,24,NL,137,483,440.0,45.0,105.0,15.0,1.0,19.0,80.0,5.0,4.0,38.0,98.0,0.239,0.298,0.407,0.705,987,Eric Anthony
175,1993,25,NL,145,540,486.0,70.0,121.0,19.0,4.0,15.0,66.0,3.0,5.0,49.0,88.0,0.249,0.319,0.397,0.716,98,Eric Anthony
175,1994,26,AL,79,288,262.0,31.0,62.0,14.0,1.0,10.0,30.0,6.0,2.0,23.0,66.0,0.237,0.297,0.412,0.709,798D,Eric Anthony
175,1995,27,NL,47,150,134.0,19.0,36.0,6.0,0.0,5.0,23.0,2.0,1.0,13.0,30.0,0.269,0.327,0.425,0.752,9378,Eric Anthony
175,1996,28,NL,79,218,185.0,32.0,45.0,8.0,0.0,12.0,22.0,0.0,2.0,32.0,56.0,0.243,0.353,0.481,0.834,978,Eric Anthony
175,1997,29,NL,47,86,74.0,8.0,18.0,3.0,2.0,2.0,5.0,2.0,0.0,12.0,18.0,0.243,0.349,0.419,0.768,79,Eric Anthony
384,2012,30,NL,151,588,520.0,81.0,150.0,37.0,4.0,10.0,50.0,30.0,8.0,43.0,55.0,0.288,0.355,0.433,0.787,987,Nori Aoki
384,2013,31,NL,155,674,597.0,80.0,171.0,20.0,3.0,8.0,37.0,20.0,12.0,55.0,40.0,0.286,0.356,0.37,0.726,98,Nori Aoki
384,2014,32,AL,132,549,491.0,63.0,140.0,22.0,6.0,1.0,43.0,17.0,8.0,43.0,49.0,0.285,0.349,0.36,0.71,9D7,Nori Aoki
384,2015,33,NL,93,392,355.0,42.0,102.0,12.0,3.0,5.0,26.0,14.0,5.0,30.0,25.0,0.287,0.353,0.38,0.733,79D,Nori Aoki
384,2016,34,AL,22,96,83.0,11.0,17.0,3.0,2.0,0.0,4.0,1.0,3.0,10.0,12.0,0.205,0.298,0.289,0.587,78,Nori Aoki
328,1956,22,AL,152,583,533.0,69.0,142.0,19.0,6.0,3.0,56.0,21.0,4.0,34.0,63.0,0.266,0.311,0.341,0.653,6,Luis Aparicio
328,1957,23,AL,143,640,575.0,82.0,148.0,22.0,6.0,3.0,41.0,28.0,8.0,52.0,55.0,0.257,0.317,0.332,0.649,6,Luis Aparicio
328,1958,24,AL,145,604,557.0,76.0,148.0,20.0,9.0,2.0,40.0,29.0,6.0,35.0,38.0,0.266,0.309,0.345,0.653,6,Luis Aparicio
328,1959,25,AL,152,686,612.0,98.0,157.0,18.0,5.0,6.0,51.0,56.0,13.0,53.0,40.0,0.257,0.316,0.332,0.647,6,Luis Aparicio
328,1960,26,AL,153,670,600.0,86.0,166.0,20.0,7.0,2.0,61.0,51.0,8.0,43.0,39.0,0.277,0.323,0.343,0.666,6,Luis Aparicio
328,1961,27,AL,156,672,625.0,90.0,170.0,24.0,4.0,6.0,45.0,53.0,13.0,38.0,33.0,0.272,0.313,0.352,0.665,6,Luis Aparicio
328,1962,28,AL,153,622,581.0,72.0,140.0,23.0,5.0,7.0,40.0,31.0,12.0,32.0,36.0,0.241,0.28,0.334,0.614,6,Luis Aparicio
328,1963,29,AL,146,652,601.0,73.0,150.0,18.0,8.0,5.0,45.0,40.0,6.0,36.0,35.0,0.25,0.291,0.331,0.623,6,Luis Aparicio
328,1964,30,AL,146,641,578.0,93.0,154.0,20.0,3.0,10.0,37.0,57.0,17.0,49.0,51.0,0.266,0.324,0.363,0.688,6,Luis Aparicio
328,1965,31,AL,144,629,564.0,67.0,127.0,20.0,10.0,8.0,40.0,26.0,7.0,46.0,56.0,0.225,0.286,0.339,0.625,6,Luis Aparicio
328,1966,32,AL,151,707,659.0,97.0,182.0,25.0,8.0,6.0,41.0,25.0,11.0,33.0,42.0,0.276,0.311,0.366,0.676,6,Luis Aparicio
328,1967,33,AL,134,587,546.0,55.0,127.0,22.0,5.0,4.0,31.0,18.0,5.0,29.0,44.0,0.233,0.27,0.313,0.583,6,Luis Aparicio
328,1968,34,AL,155,664,622.0,55.0,164.0,24.0,4.0,4.0,36.0,17.0,11.0,33.0,43.0,0.264,0.302,0.334,0.636,6,Luis Aparicio
328,1969,35,AL,156,681,599.0,77.0,168.0,24.0,5.0,5.0,51.0,24.0,4.0,66.0,29.0,0.28,0.352,0.362,0.714,6,Luis Aparicio
328,1970,36,AL,146,616,552.0,86.0,173.0,29.0,3.0,5.0,43.0,8.0,3.0,53.0,34.0,0.313,0.372,0.404,0.776,6,Luis Aparicio
328,1971,37,AL,125,541,491.0,56.0,114.0,23.0,0.0,4.0,45.0,6.0,4.0,35.0,43.0,0.232,0.284,0.303,0.587,6,Luis Aparicio
328,1972,38,AL,110,474,436.0,47.0,112.0,26.0,3.0,3.0,39.0,3.0,3.0,26.0,28.0,0.257,0.299,0.351,0.649,6,Luis Aparicio
328,1973,39,AL,132,561,499.0,56.0,135.0,17.0,1.0,0.0,49.0,13.0,1.0,43.0,33.0,0.271,0.324,0.309,0.633,6,Luis Aparicio
338,1993,23,AL,15,33,31.0,7.0,6.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,12.0,0.194,0.242,0.355,0.597,3D9,Marcos Armas
408,1986,23,NL,15,60,55.0,9.0,20.0,5.0,0.0,0.0,7.0,1.0,2.0,3.0,13.0,0.364,0.397,0.455,0.851,54,Randy Asadoor
60,1956,18,NL,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Bob Aspromonte
60,1960,22,NL,21,56,55.0,1.0,10.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,6.0,0.182,0.196,0.255,0.451,65,Bob Aspromonte
60,1961,23,NL,47,62,58.0,7.0,14.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,12.0,0.241,0.29,0.293,0.583,564,Bob Aspromonte
60,1962,24,NL,149,596,534.0,59.0,142.0,18.0,4.0,11.0,59.0,4.0,5.0,46.0,54.0,0.266,0.332,0.376,0.708,564,Bob Aspromonte
60,1963,25,NL,136,514,468.0,42.0,100.0,9.0,5.0,8.0,49.0,3.0,1.0,40.0,57.0,0.214,0.276,0.306,0.581,53,Bob Aspromonte
60,1964,26,NL,157,608,553.0,51.0,155.0,20.0,3.0,12.0,69.0,6.0,7.0,35.0,54.0,0.28,0.329,0.392,0.721,5,Bob Aspromonte
60,1965,27,NL,152,628,578.0,53.0,152.0,15.0,2.0,5.0,52.0,2.0,2.0,38.0,54.0,0.263,0.31,0.322,0.632,536,Bob Aspromonte
60,1966,28,NL,152,603,560.0,55.0,141.0,16.0,3.0,8.0,52.0,0.0,4.0,35.0,63.0,0.252,0.297,0.334,0.631,536,Bob Aspromonte
60,1967,29,NL,137,540,486.0,51.0,143.0,24.0,5.0,6.0,58.0,2.0,2.0,45.0,44.0,0.294,0.354,0.401,0.755,5,Bob Aspromonte
60,1968,30,NL,124,457,409.0,25.0,92.0,9.0,2.0,1.0,46.0,1.0,0.0,35.0,57.0,0.225,0.285,0.264,0.549,57936,Bob Aspromonte
60,1969,31,NL,82,215,198.0,16.0,50.0,8.0,1.0,3.0,24.0,0.0,1.0,13.0,19.0,0.253,0.304,0.348,0.652,7564,Bob Aspromonte
60,1970,32,NL,62,142,127.0,5.0,27.0,3.0,0.0,0.0,7.0,0.0,0.0,13.0,13.0,0.213,0.282,0.236,0.518,5637,Bob Aspromonte
